CHROM	Start	End	Strand	GeneID
chr15	67200667	67254661	-	ENSG00000103591
chr15	67254786	67501804	+	ENSG00000103599
chr15	67521131	67530146	+	ENSG00000189227
chr15	67542703	67807114	+	ENSG00000137764
chr15	67825509	67834582	+	ENSG00000188779
chr15	68054315	68193847	+	ENSG00000033800
chr15	68191130	68229718	-	ENSG00000260007
chr15	68190705	68205332	-	ENSG00000129007
chr15	68206992	68229728	-	ENSG00000128973
chr15	68277745	68295862	+	ENSG00000169018
chr15	68296532	68432163	-	ENSG00000137809
chr15	68578993	68727806	+	ENSG00000103647
chr15	68778535	68820895	-	ENSG00000140350
chr15	68930525	68946811	+	ENSG00000258484
chr15	68930525	69062743	+	ENSG00000290203
chr15	69014695	69062762	+	ENSG00000255346
chr15	69160635	69272207	+	ENSG00000138604
chr15	69298912	69407780	+	ENSG00000137819
chr15	69414349	69448425	+	ENSG00000137807
chr15	69452818	69456205	+	ENSG00000137818
chr15	70047790	70097917	-	ENSG00000140332
chr15	70654554	70763558	-	ENSG00000137831
chr15	70829130	70854157	-	ENSG00000166173
chr15	70892826	71053658	+	ENSG00000137821
chr15	70881342	70892433	-	ENSG00000129028
chr15	71115471	71783383	+	ENSG00000187720
chr15	71810554	71818253	+	ENSG00000278570
chr15	71822291	72118150	-	ENSG00000066933
chr15	72118403	72143692	+	ENSG00000166192
chr15	72159806	72197787	-	ENSG00000175318
chr15	72199029	72231190	-	ENSG00000067225
chr15	72241181	72272554	-	ENSG00000137817
chr15	72266746	72319946	-	ENSG00000273025
chr15	72284727	72320157	-	ENSG00000140488
chr15	72284727	72375981	-	ENSG00000260729
chr15	72340924	72376014	-	ENSG00000213614
chr15	72398305	72408367	+	ENSG00000187806
chr15	72474330	72602987	+	ENSG00000166233
chr15	72654697	72669599	+	ENSG00000215186
chr15	72675798	72686182	-	ENSG00000175202
chr15	72686207	72738473	+	ENSG00000140463
chr15	72751294	72783758	-	ENSG00000159322
chr15	73052463	73305205	+	ENSG00000067141
chr15	73319859	73368958	-	ENSG00000138622
chr15	73443164	73560013	+	ENSG00000183324
chr15	73560014	73633389	-	ENSG00000156642
chr15	73684383	73714514	+	ENSG00000103855
chr15	73735458	73753351	-	ENSG00000205363
chr15	73873564	73889214	+	ENSG00000167139
chr15	73926462	73952136	+	ENSG00000129038
chr15	73978926	73992295	-	ENSG00000067221
chr15	73994716	74047827	+	ENSG00000140464
chr15	74069857	74082550	-	ENSG00000159289
chr15	74130586	74136802	+	ENSG00000167178
chr15	74173710	74176871	+	ENSG00000129009
chr15	74179466	74202787	-	ENSG00000137868
chr15	74236326	74336141	+	ENSG00000140481
chr15	74337762	74367646	-	ENSG00000140459
chr15	74409289	74433958	-	ENSG00000138623
chr15	74445977	74461160	-	ENSG00000138629
chr15	74541220	74598131	+	ENSG00000179361
chr15	74615836	74630201	+	ENSG00000179335
chr15	74630558	74696024	-	ENSG00000179151
chr15	74719542	74725528	-	ENSG00000140465
chr15	74748845	74756607	+	ENSG00000140505
chr15	74782080	74803197	+	ENSG00000103653
chr15	74812835	74825754	+	ENSG00000140506
chr15	74826627	74831802	+	ENSG00000213578
chr15	74836118	74843156	-	ENSG00000140474
chr15	74843730	74873365	-	ENSG00000140497
chr15	74890042	74902219	+	ENSG00000178802
chr15	74899992	74906851	-	ENSG00000178761
chr15	74919791	74938073	-	ENSG00000178741
chr15	74954418	74956772	-	ENSG00000178718
chr15	74995563	75021495	+	ENSG00000198794
chr15	75023590	75050726	+	ENSG00000138621
chr15	75201882	75212169	+	ENSG00000167173
chr15	75258334	75273455	+	ENSG00000167195
chr15	75282835	75295530	+	ENSG00000140478
chr15	75336063	75340273	+	ENSG00000140365
chr15	75347039	75357115	+	ENSG00000140398
chr15	75355792	75368607	-	ENSG00000140400
chr15	75369379	75451690	-	ENSG00000169375
chr15	75463251	75579315	-	ENSG00000169410
chr15	75598086	75625725	-	ENSG00000169371
chr15	75639093	75640224	-	ENSG00000177971
chr15	75647912	75662301	+	ENSG00000173548
chr15	75674322	75712848	-	ENSG00000173546
chr15	75724041	75727688	+	ENSG00000182950
chr15	75843447	75901078	+	ENSG00000140367
chr15	75903878	75942511	+	ENSG00000167196
chr15	75940936	76012424	-	ENSG00000169752
chr15	76059985	76204963	+	ENSG00000169758
chr15	76215353	76311469	-	ENSG00000140374
chr15	76336773	76342475	+	ENSG00000159556
chr15	76347904	76905340	-	ENSG00000140386
chr15	76931749	76954393	+	ENSG00000117906
chr15	76995126	77037475	+	ENSG00000140368
chr15	77041404	77071109	-	ENSG00000140391
chr15	77108158	77420104	-	ENSG00000173517
chr15	77420888	77485603	+	ENSG00000140382
chr15	77613027	77632912	-	ENSG00000169783
chr15	77994985	78077711	-	ENSG00000167202
chr15	78092561	78104362	+	ENSG00000183476
chr15	78104606	78131445	-	ENSG00000136425
chr15	78149362	78171945	+	ENSG00000166411
chr15	78167468	78234565	-	ENSG00000103740
chr15	78264562	78282191	+	ENSG00000140403
chr15	78283235	78299609	-	ENSG00000140395
chr15	78340353	78348225	+	ENSG00000166426
chr15	78438216	78501453	+	ENSG00000136381
chr15	78507577	78536645	+	ENSG00000188266
chr15	78540444	78552417	+	ENSG00000041357
chr15	78565520	78595269	+	ENSG00000169684
chr15	78595309	78620996	-	ENSG00000080644
chr15	78624111	78641210	-	ENSG00000117971
chr15	78759206	78811464	-	ENSG00000136378
chr15	78872890	78898139	+	ENSG00000185787
chr15	78921058	78945046	-	ENSG00000103811
chr15	78959906	79090780	-	ENSG00000058335
chr15	79282722	79298239	+	ENSG00000235711
chr15	79311112	79322840	+	ENSG00000166557
chr15	79432336	79472304	+	ENSG00000169330
chr15	79843547	79897014	-	ENSG00000136371
chr15	79845195	79923744	-	ENSG00000259332
chr15	79960892	79971196	-	ENSG00000140379
chr15	80059676	80138393	+	ENSG00000086666
chr15	80152999	80186349	+	ENSG00000103876
chr15	80195481	80252213	-	ENSG00000259417
chr15	80404382	80597933	+	ENSG00000172379
chr15	80695310	80755621	+	ENSG00000136379
chr15	80779370	80951771	+	ENSG00000103888
chr15	80975752	80989819	-	ENSG00000117899
chr15	81000923	81005788	+	ENSG00000140406
chr15	81002142	81002279	+	ENSG00000288625
chr15	81134270	81149179	+	ENSG00000156206
chr15	81196879	81314058	+	ENSG00000172349
chr15	81309053	81324141	-	ENSG00000172345
chr15	81331088	81374213	-	ENSG00000188869
chr15	82041778	82046018	-	ENSG00000183496
chr15	82130233	82262734	-	ENSG00000140598
chr15	82262818	82284927	+	ENSG00000188659
chr15	82339993	82349475	-	ENSG00000278662
chr15	82429816	82439153	+	ENSG00000197978
chr15	82536750	82540457	-	ENSG00000182774
chr15	82536788	82571741	-	ENSG00000260836
chr15	82543201	82647363	-	ENSG00000214575
chr15	82659281	82709875	-	ENSG00000103723
chr15	82755362	82806069	-	ENSG00000186628
chr15	82809628	82836108	+	ENSG00000156232
chr15	82848983	82952720	-	ENSG00000103942
chr15	82986210	82991057	+	ENSG00000169612
chr15	82994817	83011639	-	ENSG00000169609
chr15	83016423	83067252	-	ENSG00000064726
chr15	83107645	83137408	+	ENSG00000136404
chr15	83127753	83207823	-	ENSG00000166503
chr15	83255884	83284664	-	ENSG00000169594
chr15	83447341	83618743	+	ENSG00000140600
chr15	83654123	84039842	+	ENSG00000156218
chr15	84235773	84245358	+	ENSG00000184206
chr15	84601009	84623716	+	ENSG00000176371
chr15	84639285	84654283	-	ENSG00000177082
chr15	84655132	84658199	-	ENSG00000197696
chr15	84669544	84716139	-	ENSG00000140612
chr15	84748592	84806445	+	ENSG00000166716
chr15	84817356	84873479	+	ENSG00000136383
chr15	84884662	84945798	+	ENSG00000156222
chr15	84981856	85139142	+	ENSG00000073417
chr15	85380603	85749355	+	ENSG00000170776
chr15	85759326	85794925	-	ENSG00000183655
chr15	86079871	86916156	+	ENSG00000273540
chr15	87859751	88256739	-	ENSG00000140538
chr15	88459478	88467388	-	ENSG00000259494
chr15	88459501	88546585	-	ENSG00000173867
chr15	88467708	88480776	+	ENSG00000181991
chr15	88512480	88546681	-	ENSG00000140543
chr15	88621340	88632281	+	ENSG00000181026
chr15	88639016	88656483	+	ENSG00000172183
chr15	88803436	88875353	+	ENSG00000157766
chr15	88877294	88895544	-	ENSG00000140511
chr15	88898683	88913379	-	ENSG00000140545
chr15	89088456	89202355	+	ENSG00000140526
chr15	89209869	89221579	-	ENSG00000140522
chr15	89243979	89317131	+	ENSG00000140525
chr15	89316320	89334824	-	ENSG00000140521
chr15	89330208	89333809	-	ENSG00000291307
chr15	89471407	89496583	-	ENSG00000140519
chr15	89575469	89628023	+	ENSG00000140534
chr15	89627977	89655467	-	ENSG00000166813
chr15	89664367	89679367	-	ENSG00000166819
chr15	89681535	89690754	-	ENSG00000166821
chr15	89690811	89743638	+	ENSG00000140527
chr15	89749875	89751249	-	ENSG00000166823
chr15	89776332	89778754	+	ENSG00000188095
chr15	89784895	89814852	-	ENSG00000166825
chr15	89830599	89893994	-	ENSG00000157823
chr15	89834308	89912882	-	ENSG00000250021
chr15	89895006	89912952	-	ENSG00000242498
chr15	90001324	90082191	+	ENSG00000140548
chr15	90083045	90102468	-	ENSG00000182054
chr15	90201330	90229660	+	ENSG00000185033
chr15	90229975	90233941	-	ENSG00000185043
chr15	90234209	90245811	+	ENSG00000183208
chr15	90234200	90265462	+	ENSG00000284626
chr15	90249556	90265477	+	ENSG00000213471
chr15	90249556	90272208	+	ENSG00000261147
chr15	90265672	90272211	+	ENSG00000182768
chr15	90266317	90314499	+	ENSG00000275674
chr15	90352284	90362847	+	ENSG00000196391
chr15	90388242	90502239	+	ENSG00000140575
chr15	90529923	90645345	+	ENSG00000140577
chr15	90717346	90816166	+	ENSG00000197299
chr15	90868588	90883457	+	ENSG00000140564
chr15	90884504	90895776	+	ENSG00000182511
chr15	90903302	90922579	+	ENSG00000196547
chr15	90929968	90932549	-	ENSG00000184508
chr15	90935285	90954093	+	ENSG00000140553
chr15	90954884	90963125	+	ENSG00000166965
chr15	90966040	90994535	-	ENSG00000198901
chr15	90966190	91022566	-	ENSG00000284946
chr15	90998673	91022594	-	ENSG00000184056
chr15	91100257	91302565	+	ENSG00000185518
chr15	91853708	92165903	+	ENSG00000176463
chr15	92393881	92468728	+	ENSG00000140557
chr15	92617448	92655775	-	ENSG00000185442
chr15	92900324	93027996	+	ENSG00000173575
chr15	93035271	93089211	-	ENSG00000182175
chr15	94231561	94483952	+	ENSG00000140563
chr15	96330700	96340258	+	ENSG00000185551
chr15	97960703	97973833	+	ENSG00000140450
chr15	98648539	98964530	+	ENSG00000140443
chr15	98968229	99007792	-	ENSG00000183571
chr15	99105080	99135593	+	ENSG00000182253
chr15	99136323	99249581	-	ENSG00000103852
chr15	99251481	99390729	+	ENSG00000168904
chr15	99565984	99716488	+	ENSG00000068305
chr15	99727405	99733437	-	ENSG00000183060
chr15	99971437	100341975	-	ENSG00000140470
chr15	100400395	100528950	-	ENSG00000154227
chr15	100566924	100602184	-	ENSG00000140471
chr15	100602589	100651701	+	ENSG00000183475
chr15	100879831	100916626	+	ENSG00000184254
chr15	100919357	101078257	+	ENSG00000154237
chr15	101175727	101252048	-	ENSG00000131873
chr15	101272191	101277485	-	ENSG00000131871
chr15	101281510	101295248	-	ENSG00000131876
chr15	101303933	101489707	-	ENSG00000140479
chr15	101641848	101652381	-	ENSG00000184277
chr15	101653596	101724473	-	ENSG00000185418
chr15	101803509	101806887	+	ENSG00000184140
chr15	101812202	101820197	+	ENSG00000182854
chr15	101922042	101923113	-	ENSG00000177693
chr16	46407	53608	-	ENSG00000161980
chr16	53828	57669	+	ENSG00000161981
chr16	58059	72631	-	ENSG00000007384
chr16	78225	85846	+	ENSG00000103152
chr16	85386	138673	-	ENSG00000103148
chr16	152644	154503	+	ENSG00000130656
chr16	165978	166764	+	ENSG00000206177
chr16	172876	173710	+	ENSG00000188536
chr16	176680	177522	+	ENSG00000206172
chr16	180459	181179	+	ENSG00000086506
chr16	188990	229449	-	ENSG00000007392
chr16	234821	266096	+	ENSG00000167930
chr16	268307	275944	-	ENSG00000076344
chr16	280591	283010	+	ENSG00000242173
chr16	283164	287215	+	ENSG00000185615
chr16	287440	352723	-	ENSG00000103126
chr16	366969	370538	-	ENSG00000086504
chr16	370788	381978	-	ENSG00000129925
chr16	397199	400754	+	ENSG00000103202
chr16	401885	412482	+	ENSG00000242612
chr16	425649	523011	+	ENSG00000090565
chr16	527712	554636	+	ENSG00000103326
chr16	560394	565529	+	ENSG00000161992
chr16	569968	584109	+	ENSG00000007541
chr16	567005	569495	+	ENSG00000257108
chr16	590066	629268	+	ENSG00000197562
chr16	630985	634117	+	ENSG00000127578
chr16	634430	636305	-	ENSG00000130731
chr16	641828	648474	+	ENSG00000172366
chr16	649365	667830	+	ENSG00000161996
chr16	668132	674171	+	ENSG00000140983
chr16	675671	678268	+	ENSG00000103269
chr16	680410	682801	+	ENSG00000103266
chr16	681670	684334	-	ENSG00000161999
chr16	684622	690398	-	ENSG00000127580
chr16	692500	705801	-	ENSG00000127585
chr16	715118	719655	+	ENSG00000103260
chr16	721146	722590	+	ENSG00000103254
chr16	722582	726443	-	ENSG00000162004
chr16	727106	729715	+	ENSG00000103253
chr16	729765	740997	-	ENSG00000103245
chr16	760734	768862	+	ENSG00000102854
chr16	769428	782054	-	ENSG00000162006
chr16	784974	788381	-	ENSG00000007376
chr16	788620	798074	+	ENSG00000127586
chr16	798041	800734	-	ENSG00000127588
chr16	853634	970984	-	ENSG00000103227
chr16	981770	986979	+	ENSG00000005513
chr16	1072747	1081454	+	ENSG00000162009
chr16	1088226	1096244	-	ENSG00000184471
chr16	1153106	1221768	+	ENSG00000196557
chr16	1221651	1225268	-	ENSG00000116176
chr16	1228336	1230184	-	ENSG00000197253
chr16	1240705	1242554	+	ENSG00000172236
chr16	1256069	1259008	+	ENSG00000095917
chr16	1309636	1327017	+	ENSG00000103275
chr16	1333645	1349439	+	ENSG00000007516
chr16	1349240	1351878	-	ENSG00000007520
chr16	1351931	1364113	+	ENSG00000090581
chr16	1363205	1414704	-	ENSG00000059145
chr16	1419752	1420747	-	ENSG00000174109
chr16	1431078	1434441	+	ENSG00000284395
chr16	1434383	1444556	-	ENSG00000197599
chr16	1444935	1475028	-	ENSG00000103249
chr16	1485886	1488944	-	ENSG00000251692
chr16	1493360	1510454	+	ENSG00000100726
chr16	1510427	1612072	-	ENSG00000187535
chr16	1533666	1555568	+	ENSG00000131634
chr16	1612360	1677908	+	ENSG00000007545
chr16	1632259	1686715	+	ENSG00000261732
chr16	1678279	1702086	+	ENSG00000206053
chr16	1706195	1770351	+	ENSG00000138834
chr16	1770320	1771543	-	ENSG00000103024
chr16	1771895	1773134	-	ENSG00000074071
chr16	1772810	1781702	+	ENSG00000197774
chr16	1776712	1782571	-	ENSG00000162032
chr16	1782960	1789186	+	ENSG00000095906
chr16	1790413	1793705	-	ENSG00000099769
chr16	1807629	1826825	-	ENSG00000063854
chr16	1827206	1828910	+	ENSG00000180185
chr16	1833986	1872164	-	ENSG00000162039
chr16	1833987	1884294	-	ENSG00000289722
chr16	1911475	1918415	-	ENSG00000162040
chr16	1938229	1943199	-	ENSG00000198736
chr16	1943974	1954689	-	ENSG00000140986
chr16	1959538	1961975	+	ENSG00000140990
chr16	1962058	1964826	-	ENSG00000140988
chr16	1966856	1968949	+	ENSG00000179580
chr16	1972053	1982929	+	ENSG00000183751
chr16	1978917	1981469	-	ENSG00000196408
chr16	1984193	1987749	+	ENSG00000127554
chr16	1989970	1994275	+	ENSG00000127561
chr16	1997655	2009821	-	ENSG00000167962
chr16	2019785	2020755	+	ENSG00000183971
chr16	2026902	2039026	+	ENSG00000065054
chr16	2039820	2047834	-	ENSG00000065057
chr16	2047985	2089491	+	ENSG00000103197
chr16	2088708	2135898	-	ENSG00000008710
chr16	2148625	2154165	+	ENSG00000167964
chr16	2155782	2178129	+	ENSG00000131653
chr16	2177180	2196605	-	ENSG00000167971
chr16	2205454	2209453	+	ENSG00000167965
chr16	2209253	2210863	-	ENSG00000182685
chr16	2211593	2214840	-	ENSG00000184207
chr16	2223591	2235742	+	ENSG00000167967
chr16	2236444	2238711	+	ENSG00000167968
chr16	2239402	2251587	-	ENSG00000167969
chr16	2253120	2268126	-	ENSG00000205937
chr16	2275881	2340728	-	ENSG00000167972
chr16	2429447	2458854	+	ENSG00000162063
chr16	2460109	2464963	+	ENSG00000162062
chr16	2471297	2474145	+	ENSG00000162068
chr16	2475127	2505730	+	ENSG00000162065
chr16	2496032	2520218	+	ENSG00000260272
chr16	2513952	2520218	+	ENSG00000185883
chr16	2513965	2527955	+	ENSG00000259784
chr16	2520371	2531417	+	ENSG00000162066
chr16	2530035	2531408	-	ENSG00000205923
chr16	2538021	2603188	+	ENSG00000140992
chr16	2682523	2709030	+	ENSG00000167977
chr16	2712422	2720224	-	ENSG00000172382
chr16	2752638	2771412	+	ENSG00000167978
chr16	2771414	2777280	-	ENSG00000103363
chr16	2783953	2787560	-	ENSG00000103355
chr16	2798470	2805304	+	ENSG00000215148
chr16	2817237	2821719	+	ENSG00000007038
chr16	2830303	2832276	+	ENSG00000162078
chr16	2852730	2858170	-	ENSG00000005001
chr16	2883215	2899365	+	ENSG00000162076
chr16	2911931	2951208	+	ENSG00000059122
chr16	2964275	2968380	+	ENSG00000131650
chr16	2972808	2980446	-	ENSG00000127564
chr16	2969348	2973484	+	ENSG00000162073
chr16	2988256	3002016	+	ENSG00000262152
chr16	3004132	3004859	+	ENSG00000289281
chr16	3012923	3014505	+	ENSG00000213937
chr16	3014712	3018183	-	ENSG00000184697
chr16	3020368	3022383	+	ENSG00000006327
chr16	3022625	3023942	-	ENSG00000103145
chr16	3024035	3027750	+	ENSG00000131652
chr16	3027682	3036944	-	ENSG00000162069
chr16	3046561	3060726	+	ENSG00000008516
chr16	3065640	3069530	+	ENSG00000008517
chr16	3088890	3099294	-	ENSG00000130182
chr16	3112586	3120517	+	ENSG00000122386
chr16	3135029	3142804	+	ENSG00000085644
chr16	3188204	3206556	+	ENSG00000168124
chr16	3222325	3235158	-	ENSG00000010539
chr16	3242027	3256633	-	ENSG00000103313
chr16	3263800	3291029	+	ENSG00000290183
chr16	3283491	3291460	+	ENSG00000006194
chr16	3298808	3305430	-	ENSG00000140993
chr16	3305497	3318851	+	ENSG00000162086
chr16	3355889	3357306	+	ENSG00000168158
chr16	3365112	3479550	+	ENSG00000285329
chr16	3382085	3401004	-	ENSG00000140987
chr16	3401215	3409364	+	ENSG00000103343
chr16	3432414	3443504	-	ENSG00000167981
chr16	3443680	3486953	+	ENSG00000122390
chr16	3493484	3495489	-	ENSG00000215131
chr16	3501004	3539048	+	ENSG00000103351
chr16	3539033	3577403	-	ENSG00000167984
chr16	3581181	3611606	-	ENSG00000188827
chr16	3654691	3658095	+	ENSG00000213918
chr16	3658037	3717524	-	ENSG00000126602
chr16	3725054	3880713	-	ENSG00000005339
chr16	3962653	4116442	-	ENSG00000162104
chr16	4189374	4242080	-	ENSG00000185739
chr16	4257186	4273023	-	ENSG00000090447
chr16	4316067	4339595	+	ENSG00000126603
chr16	4340251	4351321	-	ENSG00000217930
chr16	4340251	4416587	-	ENSG00000103426
chr16	4354542	4416596	-	ENSG00000262246
chr16	4371848	4383538	+	ENSG00000168140
chr16	4425868	4456775	+	ENSG00000103423
chr16	4461694	4474625	-	ENSG00000153406
chr16	4476398	4510347	+	ENSG00000103415
chr16	4510669	4538773	-	ENSG00000089486
chr16	4556340	4600758	+	ENSG00000205832
chr16	4608884	4614888	-	ENSG00000153443
chr16	4624826	4690972	+	ENSG00000102858
chr16	4693562	4695844	+	ENSG00000168101
chr16	4696511	4734271	-	ENSG00000168096
chr16	4734537	4749396	+	ENSG00000166246
chr16	4748239	4767162	-	ENSG00000103199
chr16	4777606	4788345	-	ENSG00000140623
chr16	4795369	4796491	+	ENSG00000267795
chr16	4796968	4802633	-	ENSG00000067836
chr16	4803203	4847288	-	ENSG00000140632
chr16	4847481	4882401	+	ENSG00000118900
chr16	4882507	4937148	-	ENSG00000118898
chr16	4958330	5019157	+	ENSG00000103184
chr16	5024844	5033935	-	ENSG00000103174
chr16	5071843	5087379	+	ENSG00000033011
chr16	5044122	5065956	-	ENSG00000153446
chr16	5084284	5097795	-	ENSG00000118894
chr16	6019024	7713340	+	ENSG00000078328
chr16	8569500	8590511	-	ENSG00000232258
chr16	8621698	8649654	+	ENSG00000067365
chr16	8674617	8784570	+	ENSG00000183044
chr16	8795180	8797639	-	ENSG00000184857
chr16	8797839	8849325	+	ENSG00000140650
chr16	8852947	8869006	-	ENSG00000153048
chr16	8882351	8885350	+	ENSG00000283516
chr16	8892097	8963906	-	ENSG00000187555
chr16	9091644	9121635	+	ENSG00000182831
chr16	9753408	10182428	-	ENSG00000183454
chr16	10386061	10483638	+	ENSG00000166669
chr16	10528422	10580598	-	ENSG00000213853
chr16	10627501	10694930	-	ENSG00000153060
chr16	10743842	10769351	+	ENSG00000103274
chr16	10766675	10818794	-	ENSG00000166676
chr16	10877202	10936394	+	ENSG00000179583
chr16	10928891	10942468	-	ENSG00000182108
chr16	10944564	11182186	+	ENSG00000038532
chr16	11345459	11351760	+	ENSG00000175643
chr16	11254417	11256204	-	ENSG00000185338
chr16	11267857	11269325	-	ENSG00000178279
chr16	11273199	11273629	-	ENSG00000178257
chr16	11275639	11276480	-	ENSG00000122304
chr16	11280841	11281330	-	ENSG00000175646
chr16	11372015	11527247	-	ENSG00000188897
chr16	11547722	11586919	-	ENSG00000189067
chr16	11668455	11679152	+	ENSG00000184602
chr16	11679083	11742857	-	ENSG00000153066
chr16	11750597	11797258	-	ENSG00000122299
chr16	11833850	11851542	-	ENSG00000171490
chr16	11868128	11915956	-	ENSG00000103342
chr16	11927373	11942045	-	ENSG00000234719
chr16	11965210	11968068	+	ENSG00000048462
chr16	11976734	12574287	+	ENSG00000048471
chr16	12659799	12803887	-	ENSG00000103381
chr16	12901598	13240416	+	ENSG00000237515
chr16	13920154	13952348	+	ENSG00000175595
chr16	14071319	14266773	+	ENSG00000186260
chr16	14435701	14630260	-	ENSG00000140694
chr16	14632951	14669236	+	ENSG00000103429
chr16	14672548	14694308	-	ENSG00000069764
chr16	14703411	14726342	+	ENSG00000224712
chr16	14742533	14765462	+	ENSG00000254852
chr16	14833721	14896157	+	ENSG00000103512
chr16	14937443	14952056	+	ENSG00000183426
chr16	14975026	15038332	+	ENSG00000179889
chr16	15037857	15056074	-	ENSG00000157045
chr16	15060033	15094272	-	ENSG00000085721
chr16	15363628	15378294	-	ENSG00000183793
chr16	15395754	15413271	+	ENSG00000156968
chr16	15395754	15515348	+	ENSG00000261130
chr16	15434588	15588259	+	ENSG00000166780
chr16	15594387	15643154	-	ENSG00000166783
chr16	15650245	15726353	+	ENSG00000072864
chr16	15703135	15857028	-	ENSG00000133392
chr16	15865719	15888603	-	ENSG00000133393
chr16	15949616	16143053	+	ENSG00000103222
chr16	16149565	16223494	-	ENSG00000091262
chr16	16232528	16294811	+	ENSG00000103226
chr16	16331877	16350590	+	ENSG00000183889
chr16	16379140	16393972	+	ENSG00000214967
chr16	17101769	17470960	-	ENSG00000103489
chr16	18317919	18336736	-	ENSG00000214940
chr16	18358095	18376839	-	ENSG00000233024
chr16	18499927	18562097	-	ENSG00000185164
chr16	18781295	18790334	-	ENSG00000134419
chr16	18788063	18801519	-	ENSG00000260342
chr16	18791669	18801549	-	ENSG00000170540
chr16	18804860	18926408	-	ENSG00000157106
chr16	18983934	19063942	+	ENSG00000170537
chr16	19067614	19080095	+	ENSG00000167186
chr16	19113964	19121629	+	ENSG00000205730
chr16	19168240	19268332	+	ENSG00000103528
chr16	19285731	19310947	+	ENSG00000261210
chr16	19417883	19499113	+	ENSG00000103534
chr16	19501693	19522098	-	ENSG00000006007
chr16	19523942	19553408	+	ENSG00000103540
chr16	19555703	19701163	+	ENSG00000103544
chr16	19701937	19718227	-	ENSG00000103550
chr16	19718271	19858467	+	ENSG00000174628
chr16	19856691	19884848	-	ENSG00000167191
chr16	20028239	20073890	-	ENSG00000180269
chr16	20309574	20327513	-	ENSG00000169347
chr16	20333051	20352715	-	ENSG00000169344
chr16	20359175	20404737	-	ENSG00000169340
chr16	20409534	20441336	+	ENSG00000183549
chr16	20451521	20487669	+	ENSG00000183747
chr16	20536226	20576367	-	ENSG00000066813
chr16	20764014	20797581	+	ENSG00000005187
chr16	20623235	20697680	-	ENSG00000166743
chr16	20733664	20741818	-	ENSG00000066654
chr16	20796340	20806472	-	ENSG00000196678
chr16	20806527	20849665	+	ENSG00000005189
chr16	20854925	20900358	-	ENSG00000188215
chr16	20900771	20925006	+	ENSG00000102897
chr16	20933111	21150846	-	ENSG00000158486
chr16	21158674	21180616	+	ENSG00000011638
chr16	21197450	21211574	-	ENSG00000103310
chr16	21233699	21253850	+	ENSG00000175311
chr16	21258521	21278290	-	ENSG00000103316
chr16	21402237	21405319	-	ENSG00000169246
chr16	21599577	21657471	+	ENSG00000197006
chr16	21639550	21652608	-	ENSG00000140749
chr16	21663968	21760729	+	ENSG00000155719
chr16	21834582	21857756	-	ENSG00000185864
chr16	21953361	21983660	+	ENSG00000140740
chr16	21983865	22001116	-	ENSG00000155714
chr16	22008111	22084654	+	ENSG00000185716
chr16	22092541	22156964	+	ENSG00000175267
chr16	22162506	22191751	+	ENSG00000183921
chr16	22206278	22288738	+	ENSG00000103319
chr16	22297409	22335096	+	ENSG00000058600
chr16	22345936	22374619	-	ENSG00000140743
chr16	22510891	22536535	+	ENSG00000243716
chr16	22814162	22916338	+	ENSG00000122254
chr16	23061406	23149452	-	ENSG00000103404
chr16	23182745	23216883	+	ENSG00000166828
chr16	23302302	23381294	+	ENSG00000168447
chr16	23388493	23453189	-	ENSG00000168434
chr16	23463542	23510494	-	ENSG00000103365
chr16	23520754	23557350	-	ENSG00000103356
chr16	23557727	23574389	+	ENSG00000103353
chr16	23581014	23596316	-	ENSG00000004779
chr16	23603165	23641310	-	ENSG00000083093
chr16	23641466	23677472	+	ENSG00000166847
chr16	23678889	23690367	+	ENSG00000166851
chr16	23690310	23713222	-	ENSG00000134398
chr16	23755026	23758935	+	ENSG00000166869
chr16	23835983	24220611	+	ENSG00000166501
chr16	24256335	24362412	+	ENSG00000006116
chr16	24539566	24572863	+	ENSG00000122257
chr16	24729651	24826218	+	ENSG00000090905
chr16	24845963	24911626	+	ENSG00000158865
chr16	24919389	25015369	-	ENSG00000140750
chr16	25111742	25178228	+	ENSG00000205629
chr16	25216947	25228932	+	ENSG00000103375
chr16	25236001	25257845	-	ENSG00000155592
chr16	25691959	26137685	+	ENSG00000182601
chr16	27066927	27069166	+	ENSG00000234186
chr16	27203526	27221768	+	ENSG00000155666
chr16	27224994	27268772	-	ENSG00000169189
chr16	27313974	27364778	+	ENSG00000077238
chr16	27402174	27452042	+	ENSG00000103522
chr16	27460613	27549913	-	ENSG00000077235
chr16	27550144	27780344	+	ENSG00000047578
chr16	27787528	28063714	-	ENSG00000169181
chr16	28097976	28211965	-	ENSG00000169180
chr16	28292525	28323849	+	ENSG00000188322
chr16	28342517	28363508	-	ENSG00000198156
chr16	28379715	28403841	-	ENSG00000205609
chr16	28456329	28472336	-	ENSG00000233232
chr16	28456719	28482634	-	ENSG00000261832
chr16	28477279	28492074	-	ENSG00000188603
chr16	28494643	28498964	+	ENSG00000184730
chr16	28499362	28506834	-	ENSG00000197272
chr16	28532708	28538974	-	ENSG00000176046
chr16	28553920	28591790	+	ENSG00000176476
chr16	28591943	28597050	-	ENSG00000197165
chr16	28605258	28610044	-	ENSG00000196502
chr16	28638065	28658744	+	ENSG00000255524
chr16	28711464	28735596	+	ENSG00000184110
chr16	28751787	28772864	+	ENSG00000196993
chr16	28822999	28837232	+	ENSG00000168488
